question_id,subject,topic,difficulty_level,question_text,option_a,option_b,option_c,option_d,correct_option,expected_time_sec
Q00496,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",20,10,5,15,B,90
Q00497,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 60, how many are boys?",34,38,40,36,D,30
Q00498,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,20,5,10,D,90
Q00499,Aptitude,Percentages,1,What is 25% of 100?,35,45,15,25,D,20
Q00500,Aptitude,Averages,3,The average of 5 numbers is 29. What is their sum?,145,140,150,155,A,45
Q00501,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,5,20,10,D,90
Q00502,Aptitude,Percentages,1,What is 25% of 160?,50,60,30,40,D,20
Q00503,Aptitude,Time & Work,4,A can do a work in 14 days and B in 21 days. How many days will they take together?,10.4,9.4,8.4,7.4,C,60
Q00504,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 70, how many are boys?",46,42,40,44,B,30
Q00505,Aptitude,Averages,3,The average of 6 numbers is 24. What is their sum?,149,144,139,154,B,45
Q00506,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 85, how many are boys?",49,55,51,53,C,30
Q00507,Aptitude,Averages,3,The average of 4 numbers is 22. What is their sum?,93,88,98,83,B,45
Q00508,Aptitude,Averages,3,The average of 6 numbers is 26. What is their sum?,156,161,151,166,A,45
Q00509,Aptitude,Averages,3,The average of 7 numbers is 22. What is their sum?,154,159,149,164,A,45
Q00510,Aptitude,Time & Work,4,A can do a work in 16 days and B in 27 days. How many days will they take together?,11.05,10.05,12.05,9.05,B,60
Q00511,Aptitude,Averages,3,The average of 7 numbers is 23. What is their sum?,171,166,161,156,C,45
Q00512,Aptitude,Percentages,1,What is 25% of 180?,65,35,55,45,D,20
Q00513,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",5,20,15,10,D,90
Q00514,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",16,26,21,31,C,90
Q00515,Aptitude,Percentages,1,What is 25% of 220?,75,45,55,65,C,20
Q00516,Aptitude,Percentages,1,What is 25% of 400?,120,100,90,110,B,20
Q00517,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",26,16,21,31,C,90
Q00518,Aptitude,Averages,3,The average of 4 numbers is 24. What is their sum?,91,106,101,96,D,45
Q00519,Aptitude,Percentages,1,What is 25% of 240?,50,80,70,60,D,20
Q00520,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 85, how many are boys?",55,53,49,51,D,30
Q00521,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 95, how many are boys?",55,57,61,59,B,30
Q00522,Aptitude,Averages,3,The average of 7 numbers is 27. What is their sum?,199,184,194,189,D,45
Q00523,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 100, how many are boys?",60,62,58,64,A,30
Q00524,Aptitude,Averages,3,The average of 5 numbers is 24. What is their sum?,120,115,125,130,A,45
Q00525,Aptitude,Averages,3,The average of 6 numbers is 28. What is their sum?,163,168,173,178,B,45
Q00526,Aptitude,Averages,3,The average of 7 numbers is 29. What is their sum?,203,208,198,213,A,45
Q00527,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,10,5,20,B,90
Q00528,Aptitude,Time & Work,4,A can do a work in 16 days and B in 27 days. How many days will they take together?,11.05,10.05,12.05,9.05,B,60
Q00529,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",32,42,37,27,A,90
Q00530,Aptitude,Time & Work,4,A can do a work in 18 days and B in 27 days. How many days will they take together?,11.8,12.8,9.8,10.8,D,60
Q00531,Aptitude,Averages,3,The average of 4 numbers is 26. What is their sum?,109,99,114,104,D,45
Q00532,Aptitude,Time & Work,4,A can do a work in 16 days and B in 21 days. How many days will they take together?,10.08,11.08,8.08,9.08,D,60
Q00533,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 25, how many are boys?",17,13,19,15,D,30
Q00534,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 65, how many are boys?",37,43,39,41,C,30
Q00535,Aptitude,Time & Work,4,A can do a work in 14 days and B in 15 days. How many days will they take together?,7.24,9.24,6.24,8.24,A,60
Q00536,Aptitude,Percentages,1,What is 25% of 300?,95,85,75,65,C,20
Q00537,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",31,26,21,16,C,90
Q00538,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",16,26,31,21,D,90
Q00539,Aptitude,Averages,3,The average of 6 numbers is 20. What is their sum?,125,120,130,115,B,45
Q00540,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 55, how many are boys?",33,35,37,31,A,30
Q00541,Aptitude,Percentages,1,What is 25% of 340?,95,105,85,75,C,20
Q00542,Aptitude,Time & Work,4,A can do a work in 16 days and B in 12 days. How many days will they take together?,7.86,5.86,6.86,8.86,C,60
Q00543,Aptitude,Averages,3,The average of 6 numbers is 30. What is their sum?,175,180,185,190,B,45
Q00544,Aptitude,Percentages,1,What is 25% of 400?,120,100,110,90,B,20
Q00545,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 30, how many are boys?",22,16,18,20,C,30
Q00546,Aptitude,Averages,3,The average of 6 numbers is 25. What is their sum?,145,150,155,160,B,45
Q00547,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 75, how many are boys?",49,47,43,45,D,30
Q00548,Aptitude,Averages,3,The average of 4 numbers is 27. What is their sum?,103,118,108,113,C,45
Q00549,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 70, how many are boys?",44,46,42,40,C,30
Q00550,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",31,26,16,21,D,90
Q00551,Aptitude,Percentages,1,What is 25% of 240?,70,50,60,80,C,20
Q00552,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",32,42,27,37,A,90
Q00553,Aptitude,Averages,3,The average of 6 numbers is 16. What is their sum?,96,91,106,101,A,45
Q00554,Aptitude,Percentages,1,What is 25% of 320?,100,80,70,90,B,20
Q00555,Aptitude,Averages,3,The average of 6 numbers is 19. What is their sum?,119,109,114,124,C,45
Q00556,Aptitude,Time & Work,4,A can do a work in 16 days and B in 21 days. How many days will they take together?,8.08,11.08,10.08,9.08,D,60
Q00557,Aptitude,Time & Work,4,A can do a work in 20 days and B in 18 days. How many days will they take together?,9.47,8.47,11.47,10.47,A,60
Q00558,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 60, how many are boys?",38,40,34,36,D,30
Q00559,Aptitude,Time & Work,4,A can do a work in 14 days and B in 21 days. How many days will they take together?,10.4,7.4,8.4,9.4,C,60
Q00560,Aptitude,Time & Work,4,A can do a work in 14 days and B in 21 days. How many days will they take together?,10.4,8.4,7.4,9.4,B,60
Q00561,Aptitude,Averages,3,The average of 5 numbers is 19. What is their sum?,90,100,105,95,D,45
Q00562,Aptitude,Time & Work,4,A can do a work in 12 days and B in 12 days. How many days will they take together?,7.0,5.0,6.0,8.0,C,60
Q00563,Aptitude,Averages,3,The average of 7 numbers is 17. What is their sum?,114,129,119,124,C,45
Q00564,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 70, how many are boys?",42,46,44,40,A,30
Q00565,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 90, how many are boys?",56,52,54,58,C,30
Q00566,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 35, how many are boys?",19,23,25,21,D,30
Q00567,Aptitude,Percentages,1,What is 25% of 320?,100,90,80,70,C,20
Q00568,Aptitude,Percentages,1,What is 25% of 280?,90,70,60,80,B,20
Q00569,Aptitude,Averages,3,The average of 7 numbers is 16. What is their sum?,112,107,117,122,A,45
Q00570,Aptitude,Time & Work,4,A can do a work in 20 days and B in 12 days. How many days will they take together?,8.5,7.5,6.5,9.5,B,60
Q00571,Aptitude,Time & Work,4,A can do a work in 20 days and B in 12 days. How many days will they take together?,6.5,9.5,8.5,7.5,D,60
Q00572,Aptitude,Percentages,1,What is 25% of 260?,85,55,65,75,C,20
Q00573,Aptitude,Percentages,1,What is 25% of 400?,120,90,100,110,C,20
Q00574,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 85, how many are boys?",49,51,53,55,B,30
Q00575,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",20,15,10,5,C,90
Q00576,Aptitude,Percentages,1,What is 25% of 360?,100,110,80,90,D,20
Q00577,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 60, how many are boys?",40,34,36,38,C,30
Q00578,Aptitude,Percentages,1,What is 25% of 140?,45,25,55,35,D,20
Q00579,Aptitude,Averages,3,The average of 7 numbers is 29. What is their sum?,213,203,198,208,B,45
Q00580,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",37,42,32,27,C,90
Q00581,Aptitude,Percentages,1,What is 25% of 360?,100,110,80,90,D,20
Q00582,Aptitude,Time & Work,4,A can do a work in 8 days and B in 18 days. How many days will they take together?,7.54,6.54,5.54,4.54,C,60
Q00583,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 65, how many are boys?",43,41,37,39,D,30
Q00584,Aptitude,Averages,3,The average of 7 numbers is 17. What is their sum?,129,119,124,114,B,45
Q00585,Aptitude,Averages,3,The average of 6 numbers is 16. What is their sum?,96,106,101,91,A,45
Q00586,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",14,16,10,12,D,30
Q00587,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",10,5,15,20,A,90
Q00588,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",16,10,14,12,D,30
Q00589,Aptitude,Averages,3,The average of 6 numbers is 15. What is their sum?,90,100,95,85,A,45
Q00590,Aptitude,Time & Work,4,A can do a work in 10 days and B in 15 days. How many days will they take together?,7.0,6.0,8.0,5.0,B,60
Q00591,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 45, how many are boys?",31,29,25,27,D,30
Q00592,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,20,5,10,D,90
Q00593,Aptitude,Time & Work,4,A can do a work in 16 days and B in 24 days. How many days will they take together?,10.6,9.6,8.6,11.6,B,60
Q00594,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",27,42,37,32,D,90
Q00595,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 30, how many are boys?",18,22,16,20,A,30
Q00596,Aptitude,Percentages,1,What is 25% of 260?,55,75,85,65,D,20
Q00597,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",14,10,16,12,D,30
Q00598,Aptitude,Averages,3,The average of 4 numbers is 16. What is their sum?,74,69,64,59,C,45
Q00599,Aptitude,Averages,3,The average of 5 numbers is 28. What is their sum?,140,145,135,150,A,45
Q00600,Aptitude,Percentages,1,What is 25% of 300?,65,85,75,95,C,20
Q00601,Aptitude,Time & Work,4,A can do a work in 20 days and B in 30 days. How many days will they take together?,13.0,14.0,12.0,11.0,C,60
Q00602,Aptitude,Time & Work,4,A can do a work in 14 days and B in 15 days. How many days will they take together?,7.24,8.24,9.24,6.24,A,60
Q00603,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 35, how many are boys?",23,25,19,21,D,30
Q00604,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,20,10,5,C,90
Q00605,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 65, how many are boys?",37,41,39,43,C,30
Q00606,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,31,26,16,A,90
Q00607,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 30, how many are boys?",16,20,18,22,C,30
Q00608,Aptitude,Time & Work,4,A can do a work in 20 days and B in 27 days. How many days will they take together?,11.49,13.49,12.49,10.49,A,60
Q00609,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",27,37,32,42,C,90
Q00610,Aptitude,Averages,3,The average of 5 numbers is 16. What is their sum?,80,90,85,75,A,45
Q00611,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 70, how many are boys?",42,44,46,40,A,30
Q00612,Aptitude,Time & Work,4,A can do a work in 14 days and B in 24 days. How many days will they take together?,10.84,9.84,7.84,8.84,D,60
Q00613,Aptitude,Averages,3,The average of 6 numbers is 16. What is their sum?,106,96,101,91,B,45
Q00614,Aptitude,Time & Work,4,A can do a work in 18 days and B in 21 days. How many days will they take together?,11.69,9.69,8.69,10.69,B,60
Q00615,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 60, how many are boys?",34,38,36,40,C,30
Q00616,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",20,5,10,15,C,90
Q00617,Aptitude,Averages,3,The average of 7 numbers is 22. What is their sum?,159,154,164,149,B,45
Q00618,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",16,21,31,26,B,90
Q00619,Aptitude,Percentages,1,What is 25% of 160?,50,30,40,60,C,20
Q00620,Aptitude,Averages,3,The average of 4 numbers is 15. What is their sum?,65,70,55,60,D,45
Q00621,Aptitude,Time & Work,4,A can do a work in 12 days and B in 12 days. How many days will they take together?,8.0,7.0,5.0,6.0,D,60
Q00622,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",10,15,20,5,A,90
Q00623,Aptitude,Percentages,1,What is 25% of 380?,105,85,115,95,D,20
Q00624,Aptitude,Averages,3,The average of 5 numbers is 27. What is their sum?,145,135,130,140,B,45
Q00625,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",42,32,37,27,B,90
Q00626,Aptitude,Averages,3,The average of 4 numbers is 23. What is their sum?,92,102,97,87,A,45
Q00627,Aptitude,Percentages,1,What is 25% of 280?,60,80,70,90,C,20
Q00628,Aptitude,Averages,3,The average of 6 numbers is 28. What is their sum?,163,173,178,168,D,45
Q00629,Aptitude,Time & Work,4,A can do a work in 20 days and B in 24 days. How many days will they take together?,9.91,12.91,10.91,11.91,C,60
Q00630,Aptitude,Percentages,1,What is 25% of 400?,100,120,110,90,A,20
Q00631,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",27,42,32,37,C,90
Q00632,Aptitude,Time & Work,4,A can do a work in 8 days and B in 30 days. How many days will they take together?,7.32,5.32,8.32,6.32,D,60
Q00633,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",37,42,32,27,C,90
Q00634,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,10,5,20,B,90
Q00635,Aptitude,Time & Work,4,A can do a work in 10 days and B in 18 days. How many days will they take together?,8.43,5.43,7.43,6.43,D,60
Q00636,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,5,20,10,D,90
Q00637,Aptitude,Time & Work,4,A can do a work in 12 days and B in 15 days. How many days will they take together?,5.67,8.67,6.67,7.67,C,60
Q00638,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",26,16,21,31,C,90
Q00639,Aptitude,Averages,3,The average of 6 numbers is 27. What is their sum?,157,172,167,162,D,45
Q00640,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,10,5,20,B,90
Q00641,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",32,42,27,37,A,90
Q00642,Aptitude,Time & Work,4,A can do a work in 8 days and B in 18 days. How many days will they take together?,4.54,5.54,6.54,7.54,B,60
Q00643,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 65, how many are boys?",39,41,43,37,A,30
Q00644,Aptitude,Averages,3,The average of 5 numbers is 19. What is their sum?,100,105,95,90,C,45
Q00645,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",10,15,20,5,A,90
Q00646,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 85, how many are boys?",51,49,55,53,A,30
Q00647,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",37,32,27,42,B,90
Q00648,Aptitude,Time & Work,4,A can do a work in 10 days and B in 24 days. How many days will they take together?,6.06,7.06,9.06,8.06,B,60
Q00649,Aptitude,Averages,3,The average of 4 numbers is 28. What is their sum?,117,112,122,107,B,45
Q00650,Aptitude,Averages,3,The average of 4 numbers is 26. What is their sum?,109,114,99,104,D,45
Q00651,Aptitude,Time & Work,4,A can do a work in 8 days and B in 21 days. How many days will they take together?,7.79,5.79,6.79,4.79,B,60
Q00652,Aptitude,Time & Work,4,A can do a work in 10 days and B in 21 days. How many days will they take together?,6.77,8.77,5.77,7.77,A,60
Q00653,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 40, how many are boys?",22,26,28,24,D,30
Q00654,Aptitude,Percentages,1,What is 25% of 160?,50,40,30,60,B,20
Q00655,Aptitude,Percentages,1,What is 25% of 260?,75,55,85,65,D,20
Q00656,Aptitude,Averages,3,The average of 5 numbers is 30. What is their sum?,155,145,150,160,C,45
Q00657,Aptitude,Time & Work,4,A can do a work in 14 days and B in 30 days. How many days will they take together?,9.55,10.55,8.55,11.55,A,60
Q00658,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",16,31,21,26,C,90
Q00659,Aptitude,Time & Work,4,A can do a work in 14 days and B in 30 days. How many days will they take together?,10.55,8.55,9.55,11.55,C,60
Q00660,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 50, how many are boys?",32,28,34,30,D,30
Q00661,Aptitude,Time & Work,4,A can do a work in 10 days and B in 30 days. How many days will they take together?,9.5,8.5,6.5,7.5,D,60
Q00662,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 75, how many are boys?",43,45,47,49,B,30
Q00663,Aptitude,Percentages,1,What is 25% of 380?,95,115,105,85,A,20
Q00664,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 50, how many are boys?",30,32,34,28,A,30
Q00665,Aptitude,Time & Work,4,A can do a work in 10 days and B in 18 days. How many days will they take together?,7.43,6.43,8.43,5.43,B,60
Q00666,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",31,21,26,16,B,90
Q00667,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 55, how many are boys?",37,33,35,31,B,30
Q00668,Aptitude,Percentages,1,What is 25% of 180?,45,65,35,55,A,20
Q00669,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",20,15,5,10,D,90
Q00670,Aptitude,Percentages,1,What is 25% of 280?,60,70,90,80,B,20
Q00671,Aptitude,Time & Work,4,A can do a work in 20 days and B in 27 days. How many days will they take together?,11.49,13.49,12.49,10.49,A,60
Q00672,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 35, how many are boys?",21,23,25,19,A,30
Q00673,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 80, how many are boys?",48,46,52,50,A,30
Q00674,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",27,32,42,37,B,90
Q00675,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",31,26,21,16,C,90
Q00676,Aptitude,Averages,3,The average of 6 numbers is 17. What is their sum?,97,107,112,102,D,45
Q00677,Aptitude,Percentages,1,What is 25% of 100?,15,25,45,35,B,20
Q00678,Aptitude,Averages,3,The average of 5 numbers is 16. What is their sum?,75,90,80,85,C,45
Q00679,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 80, how many are boys?",50,52,48,46,C,30
Q00680,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 80, how many are boys?",46,52,48,50,C,30
Q00681,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 65, how many are boys?",37,43,39,41,C,30
Q00682,Aptitude,Percentages,1,What is 25% of 240?,50,70,60,80,C,20
Q00683,Aptitude,Percentages,1,What is 25% of 300?,85,95,75,65,C,20
Q00684,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",16,26,21,31,C,90
Q00685,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",5,10,15,20,B,90
Q00686,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 50, how many are boys?",28,32,34,30,D,30
Q00687,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",14,10,16,12,D,30
Q00688,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",20,15,10,5,C,90
Q00689,Aptitude,Percentages,1,What is 25% of 340?,95,105,75,85,D,20
Q00690,Aptitude,Averages,3,The average of 7 numbers is 30. What is their sum?,220,210,215,205,B,45
Q00691,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",20,5,15,10,D,90
Q00692,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 70, how many are boys?",40,42,46,44,B,30
Q00693,Aptitude,Time & Work,4,A can do a work in 10 days and B in 15 days. How many days will they take together?,7.0,5.0,6.0,8.0,C,60
Q00694,Aptitude,Averages,3,The average of 6 numbers is 26. What is their sum?,151,156,166,161,B,45
Q00695,Aptitude,Averages,3,The average of 7 numbers is 17. What is their sum?,119,114,124,129,A,45
Q00696,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",16,26,21,31,C,90
Q00697,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 90, how many are boys?",56,54,58,52,B,30
Q00698,Aptitude,Time & Work,4,A can do a work in 8 days and B in 21 days. How many days will they take together?,6.79,4.79,7.79,5.79,D,60
Q00699,Aptitude,Averages,3,The average of 4 numbers is 24. What is their sum?,96,91,101,106,A,45
Q00700,Aptitude,Mensuration,5,"If the radius of a circle is increased by 15%, the percentage increase in its area is approximately:",32,42,37,27,A,90
Q00701,Aptitude,Time & Work,4,A can do a work in 8 days and B in 24 days. How many days will they take together?,5.0,6.0,8.0,7.0,B,60
Q00702,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 45, how many are boys?",31,27,25,29,B,30
Q00703,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 50, how many are boys?",30,28,32,34,A,30
Q00704,Aptitude,Percentages,1,What is 25% of 360?,110,90,80,100,B,20
Q00705,Aptitude,Averages,3,The average of 7 numbers is 27. What is their sum?,184,194,189,199,C,45
Q00706,Aptitude,Time & Work,4,A can do a work in 12 days and B in 27 days. How many days will they take together?,9.31,10.31,8.31,7.31,C,60
Q00707,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",31,16,21,26,C,90
Q00708,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 90, how many are boys?",58,54,52,56,B,30
Q00709,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",16,31,21,26,C,90
Q00710,Aptitude,Time & Work,4,A can do a work in 14 days and B in 18 days. How many days will they take together?,7.88,9.88,8.88,6.88,A,60
Q00711,Aptitude,Time & Work,4,A can do a work in 8 days and B in 12 days. How many days will they take together?,3.8,5.8,4.8,6.8,C,60
Q00712,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,31,26,16,A,90
Q00713,Aptitude,Percentages,1,What is 25% of 380?,115,95,105,85,B,20
Q00714,Aptitude,Percentages,1,What is 25% of 140?,55,35,45,25,B,20
Q00715,Aptitude,Time & Work,4,A can do a work in 20 days and B in 30 days. How many days will they take together?,12.0,14.0,13.0,11.0,A,60
Q00716,Aptitude,Averages,3,The average of 7 numbers is 28. What is their sum?,191,196,201,206,B,45
Q00717,Aptitude,Averages,3,The average of 5 numbers is 22. What is their sum?,105,120,110,115,C,45
Q00718,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",26,21,16,31,B,90
Q00719,Aptitude,Time & Work,4,A can do a work in 20 days and B in 30 days. How many days will they take together?,12.0,14.0,11.0,13.0,A,60
Q00720,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",10,14,16,12,D,30
Q00721,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 85, how many are boys?",55,53,49,51,D,30
Q00722,Aptitude,Time & Work,4,A can do a work in 20 days and B in 18 days. How many days will they take together?,8.47,11.47,10.47,9.47,D,60
Q00723,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 85, how many are boys?",49,55,51,53,C,30
Q00724,Aptitude,Mensuration,5,"If the radius of a circle is increased by 5%, the percentage increase in its area is approximately:",15,10,20,5,B,90
Q00725,Aptitude,Percentages,1,What is 25% of 220?,45,65,55,75,C,20
Q00726,Aptitude,Averages,3,The average of 7 numbers is 27. What is their sum?,189,184,199,194,A,45
Q00727,Aptitude,Averages,3,The average of 7 numbers is 18. What is their sum?,131,136,126,121,C,45
Q00728,Aptitude,Averages,3,The average of 5 numbers is 27. What is their sum?,145,135,130,140,B,45
Q00729,Aptitude,Averages,3,The average of 7 numbers is 18. What is their sum?,121,131,126,136,C,45
Q00730,Aptitude,Time & Work,4,A can do a work in 20 days and B in 27 days. How many days will they take together?,10.49,11.49,12.49,13.49,B,60
Q00731,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",26,16,31,21,D,90
Q00732,Aptitude,Time & Work,4,A can do a work in 18 days and B in 27 days. How many days will they take together?,11.8,9.8,10.8,12.8,C,60
Q00733,Aptitude,Ratio & Proportion,2,"If the ratio of boys to girls is 3:2 and total students are 100, how many are boys?",62,64,60,58,C,30
Q00734,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,31,26,16,A,90
Q00735,Aptitude,Percentages,1,What is 25% of 300?,95,75,85,65,B,20
Q00736,Aptitude,Mensuration,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",26,31,21,16,C,90
